id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,price_log,effective_year,sale_year,house_age,living_to_lot_ratio,lat_long_interaction,dist_to_center,geo_cluster
9257900010,2015-04-22,499900,4,2.25,2360,7650,1.0,0,0,3,8,1640,720,1963,0,98155,47.75,-122.292,2320,11060,13.12216535779974,1963,2015,52,0.3084967320261438,-5839.443,0.2046676997158925,3
9136103026,2015-03-05,539000,3,1.75,1380,3225,1.0,0,0,4,7,940,440,1915,0,98103,47.6652,-122.338,1250,3750,13.197472705176983,1915,2015,100,0.42790697674418604,-5831.2652376,0.1620550960468435,3
4213910030,2015-04-01,550000,4,2.5,1670,5116,2.0,0,0,3,8,1670,0,1999,0,98155,47.7667,-122.33,1910,7210,13.217675375388819,1999,2015,16,0.3264268960125098,-5843.300411,0.2363320198398818,3
2923500010,2015-01-14,757500,5,2.25,3160,8065,2.0,0,0,3,8,3160,0,1977,0,98027,47.5678,-122.089,2540,7917,13.537780136496803,1977,2015,38,0.3918164910105394,-5807.5051342,0.12531096559539995,0
461002025,2015-05-01,501000,2,2.0,1300,2500,1.0,0,0,4,7,770,530,1926,0,98117,47.6831,-122.373,1160,5000,13.124363376072994,1926,2015,89,0.52,-5835.123996300001,0.20054775444082235,3
9277700075,2014-08-18,355000,2,1.0,840,6720,1.0,0,0,3,7,840,0,1952,0,98116,47.5707,-122.396,1250,6720,12.779875885354993,1952,2014,62,0.125,-5822.4633972,0.18216141869429286,1
7853361120,2014-07-29,530000,3,2.5,1970,6295,2.0,0,0,3,7,1970,0,2011,0,98065,47.5158,-121.874,2710,6009,13.180634172318978,2011,2014,3,0.3129467831612391,-5790.9406092,0.3430666759337575,0
1788700070,2014-06-27,170000,2,1.0,810,8424,1.0,0,0,4,6,810,0,1959,0,98023,47.3286,-122.346,820,8424,12.04355959836804,1959,2014,55,0.09615384615384616,-5790.4648956,0.26698314500807735,4
5411600020,2015-03-04,702000,4,2.5,2810,4922,2.0,0,0,3,9,2810,0,2005,0,98074,47.614,-122.041,2920,4922,13.461690107508359,2005,2015,10,0.5709061357171882,-5810.8601739999995,0.18112159913498552,0
1561900180,2015-03-11,395000,3,2.5,2300,8938,2.0,0,0,3,9,2300,0,1989,0,98031,47.4181,-122.211,2570,9694,12.886643575525625,1989,2015,26,0.25732826135600806,-5795.013419100001,0.14266627160485398,2
3300701440,2014-07-29,409000,2,1.75,1480,4000,1.0,0,0,4,6,740,740,1925,0,98117,47.6916,-122.38,1060,4000,12.921472880009725,1925,2014,89,0.37,-5836.498008,0.21129444181821058,3
7853230590,2014-10-29,435000,4,2.5,2190,6578,2.0,0,0,3,7,2190,0,2004,0,98065,47.5305,-121.847,2190,5416,12.983103608918753,2004,2014,10,0.3329279416235938,-5791.448833500001,0.3683542373343459,0
3601800580,2014-10-21,250000,4,2.0,2600,9000,1.0,0,0,3,8,1410,1190,1959,0,98032,47.381,-122.299,2600,7200,12.429220196836383,1959,2014,55,0.28888888888888886,-5794.648919,0.1987706500463215,4
1438000390,2014-08-04,469995,4,2.5,2350,3800,2.0,0,0,3,8,2350,0,2014,0,98059,47.4783,-122.123,2670,4180,13.060479463011728,2014,2014,0,0.618421052631579,-5798.1924309,0.12286738706012369,2
8700100010,2014-07-10,315000,3,2.5,2340,6837,2.0,0,0,3,7,2340,0,1992,0,98030,47.3608,-122.194,1850,6209,12.660331092405906,1992,2014,22,0.34225537516454585,-5787.2055952,0.20094131419277642,2
7231501610,2014-10-23,327000,4,1.0,1620,6000,1.5,0,0,5,7,1620,0,1905,0,98055,47.4763,-122.206,1310,6000,12.69771850797869,1905,2014,109,0.27,-5801.8887178,0.08482108193954,1
3396200090,2014-05-20,639000,4,2.5,2150,12028,2.0,0,0,4,8,2150,0,1982,0,98052,47.7224,-122.101,1800,11777,13.367661298303675,1982,2014,32,0.17874958430329232,-5826.9527624,0.1973084983255034,0
1245500099,2015-05-06,702000,3,2.5,2190,8528,1.0,0,0,3,8,1760,430,1991,0,98033,47.6943,-122.209,2060,9811,13.461690107508359,1991,2015,24,0.2568011257035647,-5828.6727087,0.13366543268906883,3
9831200520,2014-10-06,1443920,4,3.0,3720,5000,2.5,0,0,5,9,2720,1000,1905,0,98102,47.6282,-122.322,2610,5000,14.182872887797036,1905,2014,109,0.744,-5825.9766804,0.1272470626958857,3
923000280,2014-07-22,699000,3,2.5,2580,8154,1.0,0,0,3,10,2090,490,1956,1997,98177,47.7259,-122.361,1660,8155,13.457407451830088,1997,2014,17,0.3164091243561442,-5839.788849900001,0.22103526782415772,3
739800250,2015-02-22,269000,3,2.25,1420,7297,1.0,0,0,3,7,1130,290,1984,0,98031,47.4046,-122.194,1730,7419,12.502470376049185,1984,2015,31,0.19460052076195697,-5792.557692400001,0.15742229511665817,2
293760050,2014-06-27,1050000,4,4.25,4390,13833,2.0,0,3,3,10,3320,1070,2003,0,98029,47.5566,-122.026,3850,11652,13.864301674514206,2003,2014,11,0.3173570447480662,-5803.1416716,0.1881568783105824,0
1088020070,2014-12-16,645000,4,2.25,2070,8720,1.0,0,0,5,8,1360,710,1974,0,98033,47.6678,-122.182,2180,8510,13.377007146164305,1974,2014,40,0.23738532110091742,-5824.1471396,0.1117793921861924,3
7853340960,2015-02-27,425590,3,2.75,1940,3088,2.0,0,3,3,8,1770,170,2008,0,98065,47.5185,-121.878,1410,2335,12.961234070169438,2008,2015,7,0.6282383419689119,-5791.459743,0.3387543469133721,0
3819800580,2014-12-04,400000,4,2.0,2070,10800,2.0,0,0,3,7,2070,0,1982,0,98011,47.7264,-122.237,1880,10800,12.899222326086994,1982,2014,32,0.19166666666666668,-5833.931956799999,0.16724131698195252,3
3211200460,2014-08-06,389000,4,1.0,1520,9800,1.5,0,0,4,7,1520,0,1971,0,98034,47.7303,-122.236,1540,7700,12.871337193291367,1971,2014,43,0.15510204081632653,-5834.3609508,0.17097455619246937,3
263000291,2014-09-04,433500,3,1.75,1540,9450,1.0,0,0,4,6,1040,500,1919,0,98103,47.6985,-122.348,1200,5400,12.979649382005148,1919,2014,95,0.16296296296296298,-5835.816078000001,0.1921095015451934,3
3345100251,2015-02-17,429900,4,1.5,1820,17918,1.0,0,0,4,8,1190,630,1962,0,98056,47.521,-122.179,1890,15241,12.971310228604022,1962,2015,53,0.10157383636566582,-5806.068259000001,0.053023350778574195,1
2655500241,2014-08-14,1699000,3,3.25,4160,35153,3.0,0,2,3,12,3690,470,2001,0,98040,47.5749,-122.214,3290,11533,14.345550989235415,2001,2014,13,0.11833982874861321,-5814.3188285999995,0.01416810138464659,1
7454001280,2014-06-11,220000,3,1.0,1050,6300,1.0,0,0,3,6,1050,0,1942,0,98146,47.5128,-122.374,740,6300,12.301387370778713,1942,2014,72,0.16666666666666666,-5814.3313872,0.16691867155551615,1
984200690,2014-06-18,299000,5,2.5,2220,9360,1.0,0,0,4,7,1110,1110,1968,0,98058,47.4341,-122.169,1780,7704,12.608202196848836,1968,2014,46,0.23717948717948717,-5794.9765629,0.13442766032295306,2
5332200515,2015-02-09,1050000,3,1.75,2650,5512,2.0,0,0,3,9,2250,400,1984,0,98112,47.6265,-122.295,1440,5100,13.864301674514206,1984,2015,31,0.4807692307692308,-5824.4828175,0.1042513100873997,3
7973202225,2015-01-06,154200,4,1.0,1310,8640,1.0,0,0,3,6,910,400,1948,0,98146,47.5104,-122.342,1310,8640,11.946012225174645,1948,2015,67,0.15162037037037038,-5812.5173568,0.13743658111575505,1
4340610080,2014-08-04,269500,2,1.0,800,1200,2.0,0,0,3,7,800,0,1999,0,98103,47.6969,-122.347,806,1200,12.504327379899443,1999,2014,15,0.6666666666666666,-5835.5726243,0.19026556980671788,3
269000221,2014-08-26,779000,3,1.75,2320,6400,1.0,0,2,4,8,1420,900,1957,0,98199,47.6449,-122.389,2540,7680,13.565767608549109,1957,2014,57,0.3625,-5831.2116661,0.19408808447466758,3
2420069251,2015-02-25,262000,1,0.75,520,12981,1.0,0,0,5,3,520,0,1920,0,98022,47.2082,-121.995,1340,12233,12.476103599529843,1920,2015,95,0.04005854710731069,-5759.164359,0.4150769762457675,2
2225039130,2014-06-25,957000,5,3.25,3160,5000,2.0,0,2,3,10,2180,980,2005,0,98199,47.6464,-122.405,3160,5746,13.771559715366624,2005,2014,9,0.632,-5832.1575920000005,0.20923042244183399,3
3904100065,2014-10-28,340000,2,1.0,1280,9690,1.0,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,12.73670383776449,1919,2014,95,0.13209494324045407,-5812.4222139,0.07014128199991104,1
7625702263,2014-06-12,402000,3,3.5,1240,1666,2.0,0,0,3,7,1000,240,2008,0,98136,47.5496,-122.388,1110,1027,12.904209855160254,2008,2014,6,0.7442977190876351,-5819.5004448,0.17424448633974168,1
4140090240,2014-11-05,520000,3,2.25,2590,9263,1.0,0,0,5,8,1440,1150,1977,0,98028,47.7691,-122.262,2580,9450,13.161586013632684,1977,2014,37,0.27960703875634246,-5840.3457042,0.21379988712798037,3
4037400295,2014-07-30,618000,4,2.25,2530,8736,1.0,0,0,4,7,1210,1320,1958,0,98008,47.6049,-122.126,1720,8500,13.334245354561496,1958,2014,56,0.28960622710622713,-5813.7960174,0.0985617472484272,0
5016001285,2014-06-09,750000,4,3.25,2050,5000,2.0,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,1720,5000,13.527829818844937,1987,2014,27,0.41,-5824.258803,0.10477146895703424,3
1972201772,2015-04-09,650000,2,2.5,1470,690,3.0,0,3,3,8,1470,0,2008,0,98103,47.6523,-122.346,1480,1284,13.384729180332174,2008,2015,7,2.130434782608696,-5830.0682958,0.1605590686750922,3
1310700210,2014-06-03,268000,3,1.75,1970,10270,1.0,0,0,4,8,1970,0,1966,0,98032,47.3619,-122.285,1970,8400,12.498745990829315,1966,2014,48,0.19182083739045763,-5791.6499415,0.21109116152167823,4
2622059138,2015-04-16,339000,3,1.5,1740,21980,1.0,0,0,4,7,1740,0,1973,0,98042,47.3644,-122.132,1400,16100,12.733758336210744,1973,2015,42,0.0791628753412193,-5784.7089008,0.21281138205302247,2
8651443420,2014-10-17,280000,4,2.0,1710,5440,1.0,0,0,5,8,1030,680,1976,0,98042,47.366,-122.093,1620,6696,12.54254845357358,1976,2014,38,0.31433823529411764,-5783.057038,0.2293222132308395,2
7287100035,2014-07-31,380000,3,2.0,2010,16736,2.0,0,0,4,6,2010,0,1929,0,98133,47.7643,-122.352,1890,11477,12.847929163278053,1929,2014,85,0.12010038240917782,-5844.0576336,0.24587198504490818,3
2459500310,2015-02-18,358000,3,2.25,1610,6655,2.0,0,0,4,7,1610,0,1985,0,98058,47.4296,-122.161,1780,7529,12.788291058675025,1985,2015,30,0.24192336589030805,-5794.0473656,0.14147975409850871,2
4232900310,2014-10-29,1430000,5,4.25,3350,3600,2.0,0,0,3,10,2260,1090,2014,0,98119,47.6351,-122.364,1810,3600,14.173185701536545,2014,2014,0,0.9305555555555556,-5828.8213764,0.16732337884750834,3
8945000260,2014-07-22,209950,4,1.0,1630,8400,1.0,0,0,3,6,1630,0,1962,0,98023,47.3052,-122.362,1190,8989,12.254629449139815,1962,2014,52,0.19404761904761905,-5788.3588824,0.2952419097238027,4
1545806510,2014-08-20,260000,3,1.75,1340,8000,1.0,0,0,3,7,1340,0,1980,0,98038,47.3651,-122.044,1690,8000,12.468440756144114,1980,2014,34,0.1675,-5780.6262644,0.2592487844184025,2
6649900301,2014-12-31,579000,3,2.5,2300,18540,1.0,0,0,3,8,1800,500,1961,0,98177,47.7767,-122.369,2460,18540,13.269059483669357,1961,2014,53,0.12405609492988134,-5846.3870023,0.26576771855489184,3
5315100805,2014-12-18,650000,3,1.75,1940,10245,1.0,0,0,3,7,1940,0,1957,0,98040,47.5833,-122.241,2720,11448,13.384729180332174,1957,2014,57,0.18936066373840899,-5816.6301753,0.03510400385246566,1
7708200880,2014-09-23,562500,5,2.75,2920,6327,2.0,0,0,3,8,2920,0,2007,0,98059,47.4935,-122.145,2520,5026,13.24014819083691,2007,2014,7,0.46151414572467203,-5801.093557499999,0.09641880499906111,2
7925100271,2014-05-20,430000,3,1.75,1200,4500,1.0,0,0,5,7,1200,0,1906,0,98108,47.5553,-122.316,1340,4500,12.971542813248437,1906,2014,108,0.26666666666666666,-5816.774074800001,0.10203321856022442,1
6163901061,2014-12-11,329000,4,2.0,1190,7877,1.5,0,0,5,7,1190,0,1946,0,98155,47.7538,-122.322,1480,9975,12.703816069256568,1946,2014,68,0.15107274343023994,-5841.3403235999995,0.22116747461717823,3
3404700041,2014-09-29,550000,3,2.25,2160,37000,1.5,0,0,4,7,1760,400,1933,0,98052,47.7297,-122.139,2540,37000,13.217675375388819,1933,2014,81,0.05837837837837838,-5829.6578283,0.1849102694492418,0
161000120,2014-11-18,650000,4,2.0,2850,4497,1.5,0,1,3,7,1730,1120,1910,0,98144,47.5876,-122.292,2450,6000,13.384729180332174,1910,2014,104,0.6337558372248165,-5819.5827792,0.08239229618325135,1
7649400170,2014-12-05,675000,3,2.25,2070,2833,2.0,0,2,3,8,1490,580,1966,0,98136,47.5543,-122.398,1940,3794,13.42246945133505,1966,2014,48,0.7306741969643488,-5820.551211399999,0.18400097049746778,1
1529300115,2014-06-02,455000,2,1.0,1170,6000,1.0,0,0,4,7,970,200,1941,0,98103,47.6994,-122.354,2130,6002,13.02805489573287,1941,2014,73,0.195,-5836.2123876,0.1969708466595987,3
6918720100,2015-01-30,665000,6,3.0,2480,9720,2.0,0,0,3,8,2480,0,1972,0,98007,47.6127,-122.145,2480,9200,13.407543823396258,1972,2015,43,0.2551440329218107,-5815.653241499999,0.08646986029261325,0
5244800915,2014-10-16,780000,5,2.5,1660,4000,1.5,0,0,5,8,1660,0,1929,0,98109,47.6452,-122.352,1210,4000,13.567050480716235,1929,2014,85,0.415,-5829.485510400001,0.16170351196211433,3
1560800150,2015-04-05,450000,4,2.5,1900,9240,1.0,0,0,3,7,1900,0,1962,0,98007,47.6167,-122.137,2040,8052,13.017005083966255,1962,2015,53,0.20562770562770563,-5815.7608879,0.09528148804652682,0
5191100180,2014-11-06,1005000,5,2.0,2440,3080,2.0,0,0,4,8,2440,0,1910,0,98112,47.6242,-122.306,1640,3077,13.820499094499693,1910,2014,104,0.7922077922077922,-5824.7254052,0.11167650384578287,3
2923039017,2014-07-17,510000,2,1.75,1210,131115,1.5,0,0,5,7,1210,0,1950,0,98070,47.4599,-122.45,2020,185565,13.1421679654829,1950,2014,64,0.009228539831445677,-5811.464755,0.25653566404199574,1
6204200470,2015-03-18,515000,4,2.25,2200,6967,2.0,0,0,3,8,2200,0,1986,0,98011,47.7355,-122.202,1970,7439,13.151924121391561,1986,2015,29,0.3157743648629252,-5833.373571,0.17518682665593488,3
3832150190,2014-05-20,263000,3,1.75,1570,7775,2.0,0,0,3,7,1570,0,1982,0,98031,47.3876,-122.216,1580,8622,12.479913113434042,1982,2014,32,0.20192926045016077,-5791.5229216,0.17314263679992026,2
4385700185,2014-08-12,799950,3,2.25,1860,1386,3.0,0,0,3,9,1860,0,2014,0,98112,47.6368,-122.279,1680,3080,13.592305754774207,2014,2014,0,1.341991341991342,-5824.9802672,0.09998403549524178,3
9407150100,2014-06-25,285000,3,2.0,1460,6377,1.0,0,0,3,7,1460,0,1995,0,98038,47.3679,-122.02,1600,6250,12.560247968016562,1995,2014,19,0.22894778108828603,-5779.831158,0.2736121029947689,2
2044500213,2015-01-26,449000,4,2.0,1870,6000,1.5,0,0,3,7,1870,0,1956,0,98125,47.7155,-122.315,1520,7169,13.014780393893403,1956,2015,59,0.31166666666666665,-5836.321382499999,0.18474717805998742,3
1623049133,2014-07-29,205000,4,2.0,2200,13320,1.0,0,0,3,6,1100,1100,1944,0,98168,47.481,-122.292,1330,6099,12.230770136157428,1944,2014,70,0.16516516516516516,-5806.5464520000005,0.11146239181071542,1
3625059166,2015-01-07,553000,3,1.0,1310,18135,1.0,0,0,3,7,1310,0,1948,0,98008,47.6065,-122.113,2150,18135,13.223115088821102,1948,2015,67,0.07223600771987869,-5813.372534499999,0.11098744711734777,0
4389200796,2014-05-22,1600000,3,2.5,3160,12824,1.0,0,2,4,9,1820,1340,1966,0,98004,47.6151,-122.216,3390,11985,14.285514812209815,1966,2014,48,0.2464129756706176,-5819.327061599999,0.05440045215696412,3
