id,date,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sale_year,effective_year,house_age,living_to_lot_ratio,lat_long_interaction,dist_to_center,geo_cluster
1773101530,2014-12-18,1,1.0,520,4800,1.0,0,0,3,5,520,0,1930,0,98106,47.5533,-122.363,800,4960,2014,1930,84,0.10833333333333334,-5818.7644479,0.1494840277052727,2
9432900250,2015-03-09,4,2.75,2420,8438,2.0,0,0,3,8,2420,0,1997,0,98022,47.2089,-122.011,2270,8770,2015,1997,18,0.2867978193884807,-5760.0050979,0.4037794542320674,3
1794500695,2015-03-04,2,1.5,1110,3600,1.0,0,0,5,7,1110,0,1904,0,98119,47.6382,-122.359,1670,5400,2015,1904,111,0.30833333333333335,-5828.962513799999,0.16597138105895562,4
2220069003,2015-02-23,3,2.75,1360,542322,1.0,0,2,4,7,1140,220,1955,0,98022,47.2069,-122.024,1700,60548,2015,1955,60,0.0025077352569137894,-5760.3747656,0.399174729350397,3
923000120,2015-04-08,3,1.5,2200,7620,1.0,0,0,4,7,1130,1070,1942,0,98177,47.7263,-122.363,2170,7672,2015,1942,73,0.2887139107611549,-5839.9332469,0.22491726792288172,4
5728000060,2014-08-01,3,1.75,1850,8823,1.0,0,0,4,8,1370,480,1973,0,98008,47.6379,-122.112,1880,7580,2014,1973,41,0.20967924742151195,-5817.1592448,0.1291423310822396,0
16000200,2014-10-24,3,2.25,1640,4420,2.0,0,0,4,7,1640,0,1918,1983,98002,47.311,-122.21,1230,6632,2014,1983,31,0.37104072398190047,-5781.87731,0.24720099628926603,1
1926059094,2014-08-12,3,1.75,1340,10276,1.0,0,0,4,7,1340,0,1961,0,98034,47.7207,-122.222,2950,7987,2014,1961,53,0.1304009342156481,-5832.5193954,0.16274231545677964,4
6672900220,2015-01-12,4,2.25,2390,12292,1.0,0,0,5,9,2390,0,1962,0,98040,47.5528,-122.221,2870,12337,2015,1962,53,0.1944354051415555,-5811.9507688,0.009149638749319218,2
3629860060,2015-03-12,5,4.25,3920,5823,2.0,0,0,3,9,3000,920,2000,0,98029,47.5492,-122.008,3000,5297,2015,2000,15,0.6731925124506268,-5801.3827936,0.20579127664609187,0
1822069109,2014-09-10,3,2.5,2540,51836,1.0,0,0,4,8,1820,720,1976,0,98042,47.389,-122.088,1650,51836,2014,1976,38,0.04900069449803226,-5785.628232,0.2106996765100251,3
6675500105,2014-07-29,3,2.0,1160,7217,1.0,0,0,3,7,1160,0,1969,0,98034,47.7279,-122.227,1870,9104,2014,1969,45,0.160731605930442,-5833.6380333,0.17025365967930056,4
249000180,2014-12-01,4,4.25,4285,9345,2.0,0,0,3,10,4285,0,2013,0,98004,47.6332,-122.199,1570,8994,2014,2013,1,0.45853397538790797,-5820.7294068,0.07643167935366424,0
226059065,2014-09-03,3,2.25,2260,54014,1.0,0,0,3,7,1450,810,1962,0,98072,47.7657,-122.131,2140,44431,2014,1962,52,0.04184100418410042,-5833.6727067,0.22335779026058952,0
396100110,2014-05-16,2,1.0,830,6017,1.0,0,0,4,6,830,0,1954,0,98133,47.7466,-122.334,1340,6040,2014,1954,60,0.137942496260595,-5841.0325644,0.22360967441326343,4
9264450460,2014-06-03,5,2.75,2481,4045,2.0,0,0,3,8,2481,0,2014,0,98001,47.2602,-122.284,2363,4175,2014,2014,0,0.6133498145859085,-5779.1662968,0.30617936884433317,1
7853361210,2015-02-18,3,2.0,1650,5027,1.5,0,0,3,7,1650,0,2009,0,98065,47.515,-121.874,2430,6000,2015,2009,6,0.3282275711159737,-5790.84311,0.34232901995658965,3
9474700020,2014-05-03,3,1.0,1010,9945,1.0,0,0,4,6,1010,0,1973,0,98065,47.5324,-121.763,1390,12710,2014,1973,41,0.10155857214680744,-5787.687621200001,0.4513320617075385,3
421000455,2015-05-02,3,1.0,1360,5840,1.0,0,0,4,5,1360,0,1953,0,98056,47.4945,-122.166,1250,6708,2015,1953,62,0.2328767123287671,-5802.213087,0.07949727003462104,1
3755200220,2014-07-18,4,2.0,1650,9305,1.0,0,0,4,6,1650,0,1960,0,98034,47.7183,-122.213,1860,7486,2014,1960,54,0.17732401934443848,-5831.7965979,0.1601262600523934,4
7960100075,2015-03-25,3,2.0,1540,3600,1.0,0,0,3,7,890,650,1994,0,98122,47.6103,-122.296,1540,3600,2015,1994,21,0.42777777777777776,-5822.549248800001,0.09750659652175973,2
9477100490,2015-04-24,3,1.75,1510,7700,1.0,0,0,3,7,1510,0,1968,0,98034,47.7283,-122.194,1440,7416,2015,1968,47,0.1961038961038961,-5832.1118902,0.17124996490213104,4
9138100350,2015-02-18,4,2.0,2290,6000,1.5,0,3,5,7,2290,0,1900,0,98115,47.6807,-122.318,2000,3150,2015,1900,115,0.38166666666666665,-5832.2078626,0.16097427350974483,4
1624049275,2014-08-12,4,2.5,1630,5361,2.0,0,0,3,7,1630,0,1999,0,98144,47.5704,-122.294,1920,5046,2014,1999,15,0.30404775228502146,-5817.5744976,0.08132859948326253,2
2770606890,2014-08-07,4,1.75,1520,5250,1.0,0,0,3,6,1520,0,1949,0,98199,47.6581,-122.39,1530,5250,2014,1949,65,0.2895238095238095,-5832.874859,0.20274020472599177,4
1157200189,2014-05-14,3,3.5,2100,12384,2.0,0,0,3,9,2100,0,1980,0,98188,47.4687,-122.263,2400,7776,2014,1980,34,0.1695736434108527,-5803.6656681,0.10220838915234891,2
2770601800,2014-10-24,3,1.75,1560,6000,1.0,0,0,3,6,780,780,1944,0,98199,47.6501,-122.384,1560,1734,2014,1944,70,0.26,-5831.609838400001,0.19361801035847745,4
9301300805,2014-12-15,3,2.5,1300,1590,2.0,0,0,3,8,1100,200,2014,0,98109,47.6384,-122.343,1070,1223,2014,2014,0,0.8176100628930818,-5828.2247712,0.15225506484964021,4
2325069032,2014-07-31,5,4.25,4720,18741,2.0,0,0,3,11,3210,1510,2005,0,98053,47.6347,-122.013,3880,37328,2014,2005,9,0.2518542233605464,-5812.052651100001,0.21469663683210746,0
1021079099,2014-11-06,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,98010,47.3259,-121.896,1660,93393,2014,1987,27,0.09723443760383074,-5768.8379064,0.39346981328282105,3
7215730040,2014-05-15,4,3.0,3150,9130,2.0,0,0,3,9,3150,0,2001,0,98075,47.5974,-122.017,2970,6228,2014,2001,13,0.34501642935377874,-5807.6919558,0.20047043578176676,0
1853200080,2014-06-19,2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,98034,47.7119,-122.23,2460,5469,2014,1921,93,0.17599130907115698,-5831.825537000001,0.15459796525353717,4
3224600340,2014-10-13,4,2.5,2790,6540,2.0,0,0,3,9,2790,0,1999,0,98074,47.6087,-122.016,2790,6270,2014,1999,15,0.42660550458715596,-5809.0231392000005,0.20395285003459512,0
3222049120,2015-01-23,4,3.0,2320,13068,2.0,0,2,3,8,2320,0,1998,0,98198,47.3497,-122.317,2220,25265,2015,1998,17,0.17753290480563208,-5791.6732549,0.2327106712973361,1
2113700025,2015-04-09,2,1.0,1129,3840,1.0,0,0,3,7,1129,0,1953,0,98106,47.5313,-122.351,1300,3880,2015,1953,62,0.29401041666666666,-5815.5020863,0.1400080688781648,2
7893207925,2014-10-22,3,1.5,1290,7100,1.0,0,0,3,6,1290,0,1954,0,98198,47.4227,-122.332,1300,7183,2014,1954,60,0.18169014084507043,-5801.3137363999995,0.17992516340413936,2
3586501085,2014-08-08,4,2.5,2290,26720,2.0,0,0,3,8,2290,0,1977,0,98177,47.7502,-122.374,2290,26720,2014,1977,37,0.08570359281437126,-5843.3829748,0.25020645303397143,4
8024200010,2014-10-28,2,1.0,1460,6000,1.0,0,0,2,7,1260,200,1925,0,98115,47.7009,-122.317,1580,6380,2014,1925,89,0.24333333333333335,-5834.630985299999,0.17624688328206692,4
7116500705,2015-01-29,2,1.0,920,5889,1.0,0,0,4,6,920,0,1950,0,98002,47.3012,-122.218,1210,6180,2015,1950,65,0.15622346748174562,-5781.058061600001,0.257012590899926,1
1598600209,2014-10-20,6,2.5,3080,8163,1.0,0,0,3,7,1580,1500,1985,0,98030,47.3859,-122.221,1850,8658,2014,1985,29,0.37731226264853607,-5791.5520839,0.172433900038755,1
7204200025,2014-10-28,4,2.5,3120,49456,2.0,1,4,4,9,2590,530,1974,1989,98198,47.3535,-122.323,2030,32181,2014,1989,25,0.06308637981235846,-5792.4221805,0.23208003345666944,1
4206901505,2015-03-26,2,1.0,1120,4000,1.0,0,0,3,7,1120,0,1926,0,98105,47.6567,-122.327,1620,4000,2015,1926,89,0.28,-5829.7011409,0.15022579920138895,4
2937300440,2014-09-08,4,2.5,3600,6055,2.0,0,0,3,9,3600,0,2014,0,98052,47.7053,-122.126,3590,6050,2014,2014,0,0.5945499587118084,-5826.0574678,0.1712272724117389,0
7205000180,2015-04-17,4,2.25,2000,10374,2.0,0,1,4,7,2000,0,1967,0,98023,47.3342,-122.34,2170,10374,2015,1967,48,0.192789666473877,-5790.866028,0.2571824929675788,1
8718500665,2014-07-24,3,1.0,1610,11250,1.0,0,0,3,7,1090,520,1975,0,98028,47.7391,-122.256,2040,10692,2014,1975,39,0.1431111111111111,-5836.3914096,0.18582802312801686,4
5318101765,2014-06-02,3,1.75,1670,5400,2.0,0,0,5,8,1670,0,1912,0,98112,47.635,-122.284,2100,5400,2014,1912,102,0.30925925925925923,-5824.99834,0.10420604804590901,4
4122700020,2014-07-10,5,2.0,2310,13430,1.5,0,0,4,8,2310,0,1966,0,98004,47.6395,-122.203,2810,13906,2014,1966,48,0.1720029784065525,-5821.6898185,0.0820124666683095,0
8078700020,2014-06-03,3,2.25,1800,43647,1.0,0,0,4,8,1800,0,1976,0,98072,47.7757,-122.132,2480,25608,2014,1976,38,0.041239947762732834,-5834.9417924,0.23232523445576087,0
3303980680,2015-02-28,4,3.5,3430,13609,2.0,0,0,3,11,3430,0,2001,0,98059,47.5196,-122.151,3880,11614,2015,2001,14,0.25203909177750017,-5804.566659599999,0.07352695446678198,0
8924100372,2015-04-23,4,3.5,3590,5334,2.0,0,2,3,9,3140,450,2006,0,98115,47.6763,-122.267,2100,6250,2015,2006,9,0.6730408698912635,-5829.238172099999,0.129636393088677,4
2781270210,2015-02-24,2,2.0,1180,3003,2.0,0,0,3,6,1180,0,2005,0,98038,47.3491,-122.02,1310,3003,2015,2005,10,0.39294039294039296,-5777.537182,0.2849412252643817,3
519000043,2014-07-14,3,2.5,1640,3804,2.0,0,0,3,8,1640,0,1998,0,98122,47.6103,-122.3,1440,3230,2014,1998,16,0.43112513144058884,-5822.73969,0.10090972460619999,2
3225069301,2014-06-12,4,2.5,5730,44947,2.0,0,4,3,11,4280,1450,1991,0,98074,47.6052,-122.064,3310,17628,2014,1991,23,0.12748348054375153,-5810.8811328,0.15681254039686163,0
151000075,2015-02-06,3,2.5,2160,3920,2.0,0,0,3,9,2160,0,2014,0,98116,47.5762,-122.415,1500,4920,2015,2014,1,0.5510204081632653,-5824.040523000001,0.20220951152326205,2
2297400020,2014-09-02,3,2.25,1790,7125,1.0,0,0,3,7,1220,570,1974,0,98034,47.7184,-122.226,2040,7950,2014,1974,40,0.2512280701754386,-5832.4291584,0.160704610052637,4
6617500085,2015-04-22,4,2.5,2900,5760,1.0,0,0,4,8,1660,1240,1959,0,98118,47.55,-122.272,2250,6098,2015,1959,56,0.5034722222222222,-5814.0336,0.05897385868148191,2
104510180,2015-02-11,3,2.25,1500,7210,1.0,0,0,3,7,1150,350,1984,0,98023,47.3124,-122.352,1500,7210,2015,1984,31,0.20804438280166435,-5788.7667648,0.28206574852542304,1
3528900060,2014-06-26,3,2.5,2490,4000,2.0,0,0,5,8,1670,820,1918,0,98109,47.6403,-122.35,2310,4000,2014,1918,96,0.6225,-5828.790705,0.15921913711613245,4
3345100286,2015-02-19,4,2.5,3270,24750,1.0,0,0,4,8,1690,1580,1979,0,98056,47.5221,-122.178,1520,13480,2015,1979,36,0.1321212121212121,-5806.1551338,0.050679708388892006,0
1226039130,2014-10-09,3,2.25,1980,7200,1.0,0,0,3,8,1300,680,1964,0,98177,47.7625,-122.36,1820,8250,2014,1964,50,0.275,-5844.2195,0.25136239049810355,4
8712100720,2014-08-15,3,2.0,2090,5015,1.5,0,0,5,7,2090,0,1920,0,98112,47.6378,-122.301,1930,4250,2014,1920,94,0.4167497507477567,-5826.1505778,0.11823584466287909,4
3037200010,2015-03-05,2,2.25,1180,2090,2.0,0,0,3,7,1180,0,2004,0,98122,47.6032,-122.31,1550,2812,2015,2004,11,0.5645933014354066,-5822.347392000001,0.10640063786163231,2
3626039268,2014-05-16,1,1.0,1140,6700,1.5,0,0,3,7,1140,0,1920,0,98103,47.6958,-122.357,1350,6700,2014,1920,94,0.1701492537313433,-5835.9150006,0.19876000316073775,4
104510230,2014-11-19,3,2.0,1540,7210,2.0,0,0,4,7,1540,0,1984,0,98023,47.3128,-122.351,1500,7210,2014,1984,30,0.21359223300970873,-5788.768392800001,0.2812273414423584,1
5112800060,2014-06-06,4,1.75,2050,94525,1.0,0,0,4,7,1250,800,1959,0,98058,47.4492,-122.084,2270,47480,2014,1959,55,0.021687384289870406,-5792.7881328,0.16932367207344748,3
6072400280,2014-06-19,4,2.5,2270,9247,1.0,0,0,5,8,1500,770,1972,0,98006,47.5602,-122.176,2270,9163,2014,1972,42,0.24548502216935222,-5810.7149952,0.03764998550841858,0
5317100570,2014-12-15,3,2.5,2070,4944,2.0,0,0,3,9,2070,0,1930,0,98112,47.6256,-122.284,3300,6179,2014,1930,84,0.4186893203883495,-5823.8488704,0.09748306302426182,4
9528102993,2014-12-29,3,1.5,1580,1228,3.0,0,0,3,8,1580,0,2014,0,98115,47.6765,-122.32,1580,3605,2014,2014,0,1.286644951140065,-5831.7894799999995,0.15913127764785515,4
2919201095,2015-03-27,3,1.0,1270,3840,1.5,0,0,3,7,1270,0,1926,0,98103,47.6896,-122.357,1270,4175,2015,1926,89,0.3307291666666667,-5835.1563872,0.1945184488979419,4
6181400920,2015-04-30,3,2.5,1830,4997,2.0,0,0,3,7,1830,0,2004,0,98001,47.3035,-122.283,2488,4998,2015,2004,11,0.36621973183910345,-5784.4138905,0.2639626206496054,1
185000161,2014-10-15,3,1.0,1780,7800,1.0,0,0,3,7,1060,720,1957,0,98178,47.4932,-122.263,1450,7800,2014,1957,57,0.2282051282051282,-5806.6611116,0.08162436707635264,2
8691400010,2015-03-27,4,3.25,3330,7809,2.0,0,0,3,9,3330,0,2004,0,98075,47.5977,-121.976,3100,6465,2015,2004,11,0.42643104110641566,-5805.7770552,0.24086064462063742,0
3345700165,2014-12-02,3,2.25,2530,27227,2.0,0,0,3,8,2530,0,1987,0,98056,47.527,-122.193,2160,30192,2014,1987,27,0.09292246666911522,-5807.466711,0.03736368451512104,2
6151800486,2014-07-18,2,1.0,1270,19602,1.0,0,0,3,6,1270,0,1977,0,98010,47.3375,-122.048,1270,17699,2014,1977,37,0.06478930721354964,-5777.4472,0.2758971754004898,3
4340000080,2015-03-27,4,3.5,2820,7809,2.0,0,0,3,10,2820,0,1995,0,98004,47.622,-122.195,2630,7904,2015,1995,20,0.36112178255858624,-5819.17029,0.0664788840995521,0
4136960010,2015-03-27,5,3.5,3480,12821,2.0,0,2,3,10,2890,590,2004,0,98092,47.2641,-122.215,3400,9870,2015,2004,11,0.2714296856719445,-5776.3819815,0.29407820120973027,1
3634100030,2015-01-09,4,2.0,1830,5220,1.5,0,0,3,7,1830,0,1951,0,98118,47.5331,-122.278,1760,5757,2015,1951,64,0.3505747126436782,-5812.2524018,0.0691136026785132,2
1624059224,2014-06-18,4,3.5,4680,9700,2.0,0,0,3,10,3360,1320,2005,0,98006,47.5703,-122.165,2800,12343,2014,2005,9,0.4824742268041237,-5811.4256995000005,0.05008532788798546,0
2788400090,2014-08-07,3,1.0,1700,7700,1.0,0,0,3,7,1120,580,1960,0,98168,47.5114,-122.318,1700,8800,2014,1960,54,0.22077922077922077,-5811.4994252,0.11440362752925518,2
9828200762,2014-06-28,2,1.0,1050,2542,1.0,0,0,3,7,880,170,1904,0,98122,47.6172,-122.298,1620,1809,2014,1904,110,0.41306058221872544,-5823.488325599999,0.10299558996093683,4
7524400250,2014-11-24,3,2.0,2080,12094,2.0,0,0,4,8,2080,0,1982,0,98052,47.7035,-122.164,2230,12204,2014,1982,32,0.17198610881428808,-5827.650374,0.1535549144067829,0
3528000290,2014-06-09,4,2.5,2610,33206,2.0,0,0,3,10,2610,0,1988,0,98053,47.6662,-122.057,2870,28295,2014,1988,26,0.07860025296633139,-5817.993373400001,0.19024084261030844,0
5700003630,2014-06-30,5,4.25,4830,8050,2.5,0,2,4,11,3710,1120,1914,0,98144,47.5789,-122.286,4470,9194,2014,1914,100,0.6,-5818.2333653999995,0.07531232556445151,2
2720069019,2014-11-03,3,1.75,1120,98445,1.5,0,2,4,7,1120,0,1917,0,98022,47.1853,-122.017,1620,34200,2014,1917,97,0.011376910965513739,-5757.408750099999,0.42152750168852077,3
7227501170,2014-06-26,4,2.0,1330,5926,1.0,0,0,4,5,1330,0,1942,0,98056,47.496,-122.19,1150,5485,2014,1942,72,0.22443469456631793,-5803.53624,0.06650156637580859,2
2397101270,2015-01-26,3,2.0,1420,3600,1.5,0,0,4,7,1420,0,1904,0,98119,47.6367,-122.364,1250,3600,2015,1904,111,0.39444444444444443,-5829.0171588,0.16966944057712918,4
6792100090,2014-09-14,4,2.5,2620,10489,2.0,0,0,3,9,2620,0,1990,0,98052,47.6732,-122.143,2430,7701,2014,1990,24,0.24978548956049193,-5822.9476676,0.13496113390713316,0
2770602265,2015-02-24,3,2.0,1430,4200,1.0,0,0,4,7,830,600,1908,0,98199,47.6462,-122.384,1540,5000,2015,1908,107,0.3404761904761905,-5831.1325408,0.19179710045589274,4
3971700937,2014-08-27,3,1.75,1260,7500,1.0,0,0,3,6,840,420,1947,0,98155,47.772,-122.323,1340,7500,2014,1947,67,0.168,-5843.614355999999,0.2401885609847639,4
422049203,2014-10-24,3,1.5,1330,6540,1.0,0,0,3,7,900,430,1971,0,98188,47.4239,-122.292,1400,11500,2014,1971,43,0.20336391437308868,-5799.563578800001,0.15548955992061686,1
3076500830,2014-10-29,1,1.0,710,6000,1.5,0,0,3,6,710,0,2015,0,98144,47.5756,-122.316,1440,4800,2014,2015,0,0.11833333333333333,-5819.257089600001,0.10387647247924843,2
1423400260,2015-04-02,3,1.75,2050,9045,2.0,0,0,4,6,2050,0,1959,0,98058,47.4572,-122.18,1200,9045,2015,1959,56,0.22664455500276395,-5798.320696000001,0.10641699152661538,1
9161100795,2015-05-06,3,1.0,1240,5758,1.5,0,0,4,6,960,280,1910,0,98116,47.5675,-122.396,1460,5750,2015,1910,105,0.21535255296978117,-5822.071730000001,0.18264273091514496,2
3126049052,2015-03-18,4,1.75,2040,6348,1.0,0,0,3,7,1020,1020,1962,0,98103,47.6964,-122.336,1770,5047,2015,1962,53,0.32136105860113423,-5834.986790399999,0.1846322269456099,4
5100401468,2014-07-15,2,1.0,1110,5413,1.0,0,0,3,6,890,220,1937,0,98115,47.6925,-122.32,1300,5413,2014,1937,77,0.20506188804729356,-5833.7466,0.1713626809303429,4
514500235,2014-10-20,3,1.5,1040,10323,1.0,0,0,4,7,1040,0,1958,0,98005,47.5882,-122.155,1580,7200,2014,1958,56,0.10074590719752011,-5813.136571,0.0658402624007252,0
1423200170,2014-06-12,2,1.0,910,9869,1.0,0,0,3,6,910,0,1957,0,98058,47.4572,-122.184,1480,9750,2014,1957,57,0.09220792380180362,-5798.5105248,0.10522267930641077,1
1402100070,2014-08-01,5,3.0,2240,19090,1.0,0,0,4,8,1700,540,1968,0,98058,47.4416,-122.149,2280,20000,2014,1968,46,0.11733892090099529,-5794.9439984,0.1332751706732718,1
624110020,2014-09-25,3,3.0,3460,13129,2.0,0,0,3,9,2560,900,1988,0,98077,47.7315,-122.058,3460,12568,2014,1988,26,0.26353873105339326,-5826.011427,0.23291964750158178,0
2407000145,2015-01-20,3,1.0,1140,8775,1.0,0,0,3,6,990,150,1942,0,98146,47.4824,-122.336,1300,8775,2015,1942,73,0.12991452991452992,-5808.8068864,0.1439607370983358,2
1890000225,2014-06-20,6,1.75,2380,4080,2.0,0,0,3,8,2380,0,1917,0,98105,47.6629,-122.325,2030,4080,2014,1917,97,0.5833333333333334,-5830.3642425,0.15289972061148657,4
1320069271,2014-06-12,3,2.0,2080,11375,1.0,0,0,3,8,2080,0,2002,0,98022,47.214,-121.993,1080,12899,2014,2002,12,0.18285714285714286,-5759.777502,0.40880153072337444,3
5490700085,2014-09-11,5,2.0,1750,8220,1.0,0,0,3,7,1750,0,1956,0,98155,47.7694,-122.321,1210,6760,2014,1956,58,0.21289537712895376,-5843.200777399999,0.23696370176868636,4
263000155,2014-05-05,3,2.0,1410,6030,1.5,0,0,4,7,1410,0,1930,0,98103,47.6994,-122.347,1410,6300,2014,1930,84,0.23383084577114427,-5835.878491799999,0.194271226818461,4
3726800201,2015-04-17,3,1.75,2160,4000,1.0,0,0,3,7,1080,1080,1953,0,98144,47.5721,-122.309,1260,3200,2015,1953,62,0.54,-5818.4959788999995,0.0964154147121323,2
5153200358,2014-10-29,5,1.75,2460,16000,1.0,0,0,3,7,1230,1230,1957,0,98023,47.3305,-122.351,1990,16000,2014,1957,57,0.15375,-5790.9340055,0.26592449677318747,1
2725079018,2014-05-09,4,3.25,3540,159430,2.0,0,0,3,9,3540,0,2007,0,98014,47.6285,-121.899,1940,392040,2014,2007,7,0.022204102113780343,-5805.8665215,0.3223599596091088,0
7165700200,2014-06-05,3,3.0,1390,1080,2.0,0,0,3,7,1140,250,2006,0,98118,47.5323,-122.281,1450,1081,2014,2006,8,1.287037037037037,-5812.2971763000005,0.07220025586413249,2
9429000170,2015-03-26,4,2.5,2410,7950,2.0,0,0,3,8,2410,0,1997,0,98034,47.7185,-122.226,1920,7713,2015,1997,18,0.3031446540880503,-5832.441381,0.1608043118909755,4
